Ticket_ID,Date_Created,Date_Closed,Agent_ID,Unit_ID,Priority,Resolution_Time_Hours,SLA_Status,Platform
T3351,2026-04-03 08:04:00,2026-04-03 09:25:36,A18,U03,Low,1.36,Within SLA,Non-Salesforce Native
T3352,2026-02-05 08:22:00,2026-02-05 08:32:12,A40,U05,Low,0.17,Within SLA,Non-Salesforce Native
T3353,2026-03-12 08:27:00,2026-03-12 08:31:12,A38,U03,Medium,0.07,Within SLA,Non-Salesforce Native
T3354,2026-01-15 09:49:00,2026-01-15 10:53:12,A25,U05,Low,1.07,Within SLA,Salesforce Flows
T3355,2026-04-01 08:31:00,2026-04-01 09:12:24,A21,U01,High,0.69,Within SLA,Salesforce Core
T3356,2026-03-31 09:13:00,2026-03-31 10:24:24,A15,U05,Medium,1.19,Within SLA,Non-Salesforce Native
T3357,2026-03-12 10:12:00,2026-03-12 10:55:12,A15,U05,Low,0.72,Within SLA,Salesforce Flows
T3358,2026-04-28 11:52:00,2026-04-28 12:46:00,A40,U05,High,0.9,Within SLA,Salesforce Flows
T3359,2026-04-14 08:44:00,2026-04-14 10:57:48,A07,U02,High,2.23,Out of SLA,Salesforce Core
T3360,2026-01-15 10:14:00,2026-01-15 12:51:48,A24,U04,Medium,2.63,Within SLA,Salesforce Flows
T3361,2026-03-03 10:03:00,2026-03-03 10:07:12,A14,U04,Low,0.07,Within SLA,Salesforce Flows
T3362,2026-04-29 16:30:00,2026-04-29 17:17:24,A06,U01,Low,0.79,Within SLA,Salesforce Core
T3363,2026-03-16 10:27:00,2026-03-16 11:59:24,A10,U05,High,1.54,Within SLA,Non-Salesforce Native
T3364,2026-01-10 08:35:00,2026-01-10 09:50:36,A03,U03,Medium,1.26,Within SLA,Non-Salesforce Native
T3365,2026-01-13 15:43:00,2026-01-13 17:44:48,A32,U02,High,2.03,Out of SLA,Salesforce Core
T3366,2026-04-10 12:46:00,2026-04-10 12:49:00,A12,U02,Low,0.05,Within SLA,Non-Salesforce Native
T3367,2026-04-17 12:05:00,2026-04-17 12:58:24,A09,U04,Low,0.89,Within SLA,Salesforce Flows
T3368,2026-01-06 08:21:00,2026-01-06 08:56:24,A34,U04,Low,0.59,Within SLA,Salesforce Flows
T3369,2026-03-03 13:05:00,2026-03-03 16:32:00,A20,U05,Medium,3.45,Within SLA,Non-Salesforce Native
T3370,2026-02-25 17:22:00,2026-02-25 17:44:12,A06,U01,High,0.37,Within SLA,Salesforce Core
T3371,2026-03-19 12:54:00,2026-03-19 13:32:24,A32,U02,Low,0.64,Within SLA,Salesforce Core
T3372,2026-01-22 14:40:00,2026-01-22 16:41:12,A21,U01,Low,2.02,Within SLA,Salesforce Core
T3373,2026-02-16 09:18:00,2026-02-16 09:35:24,A48,U03,Medium,0.29,Within SLA,Non-Salesforce Native
T3374,2026-03-20 09:44:00,2026-03-20 10:10:24,A04,U04,Medium,0.44,Within SLA,Salesforce Flows
T3375,2026-01-15 10:31:00,2026-01-15 11:49:00,A10,U05,Low,1.3,Within SLA,Non-Salesforce Native
T3376,2026-03-22 12:50:00,2026-03-22 13:38:36,A48,U03,Medium,0.81,Within SLA,Non-Salesforce Native
T3377,2026-03-06 15:54:00,2026-03-06 17:15:00,A12,U02,Medium,1.35,Within SLA,Non-Salesforce Native
T3378,2026-04-05 13:15:00,2026-04-05 15:10:48,A09,U04,Low,1.93,Within SLA,Salesforce Flows
T3379,2026-03-14 11:52:00,2026-03-14 13:32:12,A39,U04,Medium,1.67,Within SLA,Salesforce Flows
T3380,2026-01-08 10:46:00,2026-01-08 11:16:00,A48,U03,Medium,0.5,Within SLA,Non-Salesforce Native
T3381,2026-03-14 17:57:00,2026-03-14 18:03:00,A44,U04,Low,0.1,Within SLA,Salesforce Flows
T3382,2026-01-08 08:27:00,2026-01-08 10:28:12,A06,U01,Medium,2.02,Within SLA,Salesforce Core
T3383,2026-01-05 09:23:00,2026-01-05 10:07:24,A47,U02,Medium,0.74,Within SLA,Non-Salesforce Native
T3384,2026-01-30 08:21:00,2026-01-30 12:03:36,A18,U03,High,3.71,Within SLA,Non-Salesforce Native
T3385,2026-04-01 15:24:00,2026-04-01 16:07:48,A29,U04,Low,0.73,Within SLA,Salesforce Flows
T3386,2026-02-22 11:17:00,2026-02-22 13:59:00,A34,U04,Low,2.7,Within SLA,Salesforce Flows
T3387,2026-04-19 08:16:00,2026-04-19 09:06:24,A48,U03,Medium,0.84,Within SLA,Non-Salesforce Native
T3388,2026-04-05 10:16:00,2026-04-05 13:58:00,A50,U05,Low,3.7,Within SLA,Salesforce Flows
T3389,2026-03-13 14:57:00,2026-03-13 15:25:12,A45,U05,High,0.47,Within SLA,Non-Salesforce Native
T3390,2026-04-21 17:26:00,2026-04-21 20:08:00,A49,U04,Medium,2.7,Within SLA,Salesforce Flows
T3391,2026-02-14 10:50:00,2026-02-14 13:57:48,A47,U02,Medium,3.13,Out of SLA,Non-Salesforce Native
T3392,2026-03-23 10:05:00,2026-03-23 11:24:48,A03,U03,Medium,1.33,Within SLA,Non-Salesforce Native
T3393,2026-03-24 13:42:00,2026-03-24 14:20:24,A21,U01,Low,0.64,Within SLA,Salesforce Core
T3394,2026-02-07 08:10:00,2026-02-07 16:17:12,A47,U02,Critical,8.12,Out of SLA,Salesforce Core
T3395,2026-03-12 12:00:00,2026-03-12 12:46:12,A25,U05,Low,0.77,Within SLA,Salesforce Flows
T3396,2026-01-30 10:07:00,2026-01-30 10:44:12,A49,U04,Medium,0.62,Within SLA,Salesforce Flows
T3397,2026-01-30 11:54:00,2026-01-30 12:14:24,A44,U04,Medium,0.34,Within SLA,Salesforce Flows
T3398,2026-02-23 14:46:00,2026-02-23 16:00:24,A13,U03,Low,1.24,Within SLA,Non-Salesforce Native
T3399,2026-04-22 14:54:00,2026-04-22 14:58:12,A27,U02,Low,0.07,Within SLA,Salesforce Core
T3400,2026-01-28 10:06:00,2026-01-28 11:52:48,A50,U05,Low,1.78,Within SLA,Salesforce Flows
T3401,2026-04-06 13:39:00,2026-04-06 15:04:48,A32,U02,Low,1.43,Within SLA,Salesforce Core
T3402,2026-02-19 11:21:00,2026-02-19 14:10:12,A22,U02,High,2.82,Out of SLA,Non-Salesforce Native
T3403,2026-02-12 09:22:00,2026-02-12 10:17:12,A13,U03,Low,0.92,Within SLA,Non-Salesforce Native
T3404,2026-04-23 14:40:00,2026-04-23 14:51:24,A01,U01,Low,0.19,Within SLA,Salesforce Core
T3405,2026-04-10 09:39:00,2026-04-10 09:43:48,A50,U05,Medium,0.08,Within SLA,Non-Salesforce Native
T3406,2026-04-16 08:07:00,2026-04-16 08:13:36,A28,U03,Medium,0.11,Within SLA,Non-Salesforce Native
T3407,2026-02-01 15:30:00,2026-02-01 15:43:48,A37,U02,Medium,0.23,Within SLA,Non-Salesforce Native
T3408,2026-04-15 09:34:00,2026-04-15 09:46:36,A49,U04,Medium,0.21,Within SLA,Salesforce Flows
T3409,2026-04-01 08:39:00,2026-04-01 09:34:12,A02,U02,High,0.92,Within SLA,Salesforce Core
T3410,2026-04-11 16:40:00,2026-04-11 17:32:48,A34,U04,Low,0.88,Within SLA,Salesforce Flows
T3411,2026-01-03 08:13:00,2026-01-03 10:54:24,A14,U04,Low,2.69,Within SLA,Salesforce Flows
T3412,2026-04-22 11:32:00,2026-04-22 12:05:36,A17,U02,Medium,0.56,Within SLA,Non-Salesforce Native
T3413,2026-02-28 09:30:00,2026-02-28 10:09:00,A27,U02,High,0.65,Within SLA,Non-Salesforce Native
T3414,2026-01-22 11:50:00,2026-01-22 12:41:36,A01,U01,Low,0.86,Within SLA,Salesforce Core
T3415,2026-01-09 12:53:00,2026-01-09 17:53:00,A37,U02,Low,5.0,Out of SLA,Salesforce Core
T3416,2026-03-20 10:26:00,2026-03-20 10:38:00,A08,U03,Low,0.2,Within SLA,Non-Salesforce Native
T3417,2026-04-01 14:46:00,2026-04-01 16:58:00,A08,U03,Medium,2.2,Within SLA,Non-Salesforce Native
T3418,2026-03-23 11:46:00,2026-03-23 12:11:12,A43,U03,Low,0.42,Within SLA,Non-Salesforce Native
T3419,2026-02-16 13:32:00,2026-02-16 14:10:24,A14,U04,Critical,0.64,Within SLA,Salesforce Flows
T3420,2026-01-26 15:49:00,2026-01-26 18:13:00,A16,U01,Low,2.4,Within SLA,Salesforce Core
T3421,2026-01-26 11:48:00,2026-01-26 12:44:24,A14,U04,Medium,0.94,Within SLA,Salesforce Flows
T3422,2026-04-26 09:43:00,2026-04-26 10:26:12,A02,U02,Medium,0.72,Within SLA,Salesforce Core
T3423,2026-01-22 10:57:00,2026-01-22 11:01:12,A01,U01,Medium,0.07,Within SLA,Salesforce Core
T3424,2026-04-10 09:18:00,2026-04-10 10:43:12,A12,U02,Low,1.42,Within SLA,Salesforce Core
T3425,2026-01-22 14:51:00,2026-01-22 16:36:00,A23,U03,High,1.75,Within SLA,Non-Salesforce Native
T3426,2026-01-20 15:56:00,2026-01-20 19:08:00,A39,U04,Medium,3.2,Within SLA,Salesforce Flows
T3427,2026-03-11 11:14:00,2026-03-11 12:32:36,A37,U02,Medium,1.31,Within SLA,Salesforce Core
T3428,2026-01-07 16:19:00,2026-01-07 16:28:36,A10,U05,Low,0.16,Within SLA,Non-Salesforce Native
T3429,2026-03-19 16:00:00,2026-03-19 19:54:00,A17,U02,Low,3.9,Out of SLA,Salesforce Core
T3430,2026-04-17 10:57:00,2026-04-17 13:06:36,A12,U02,Medium,2.16,Out of SLA,Salesforce Core
T3431,2026-02-02 11:05:00,2026-02-02 11:14:36,A02,U02,Low,0.16,Within SLA,Non-Salesforce Native
T3432,2026-03-09 11:28:00,2026-03-09 12:56:48,A37,U02,Medium,1.48,Within SLA,Non-Salesforce Native
T3433,2026-03-28 09:48:00,2026-03-28 10:49:48,A25,U05,Medium,1.03,Within SLA,Non-Salesforce Native
T3434,2026-04-08 11:53:00,2026-04-08 13:03:48,A37,U02,Low,1.18,Within SLA,Non-Salesforce Native
T3435,2026-02-03 14:02:00,2026-02-03 15:51:48,A17,U02,Medium,1.83,Within SLA,Non-Salesforce Native
T3436,2026-03-12 16:55:00,2026-03-12 19:32:48,A03,U03,Low,2.63,Within SLA,Non-Salesforce Native
T3437,2026-03-15 14:38:00,2026-03-15 21:02:00,A09,U04,Low,6.4,Within SLA,Salesforce Flows
T3438,2026-03-09 11:27:00,2026-03-09 12:40:48,A14,U04,Medium,1.23,Within SLA,Salesforce Flows
T3439,2026-04-07 11:38:00,2026-04-07 12:23:00,A28,U03,Low,0.75,Within SLA,Non-Salesforce Native
T3440,2026-01-28 17:30:00,2026-01-28 19:14:24,A17,U02,Medium,1.74,Within SLA,Salesforce Core
T3441,2026-03-21 13:47:00,2026-03-21 14:08:36,A11,U01,Low,0.36,Within SLA,Salesforce Core
T3442,2026-02-10 17:51:00,2026-02-10 18:25:12,A45,U05,Critical,0.57,Within SLA,Non-Salesforce Native
T3443,2026-03-22 11:27:00,2026-03-22 12:37:12,A15,U05,Medium,1.17,Within SLA,Salesforce Flows
T3444,2026-01-04 10:33:00,2026-01-04 14:51:00,A27,U02,Medium,4.3,Out of SLA,Salesforce Core
T3445,2026-02-22 14:56:00,2026-02-22 16:06:48,A50,U05,High,1.18,Within SLA,Salesforce Flows
T3446,2026-03-17 10:32:00,2026-03-17 21:30:12,A18,U03,Low,10.97,Within SLA,Non-Salesforce Native
T3447,2026-01-01 08:42:00,2026-01-01 09:21:36,A15,U05,Low,0.66,Within SLA,Non-Salesforce Native
T3448,2026-02-27 13:32:00,2026-02-27 14:59:36,A41,U01,Medium,1.46,Within SLA,Salesforce Core
T3449,2026-02-24 09:01:00,2026-02-24 09:46:36,A38,U03,Low,0.76,Within SLA,Non-Salesforce Native
T3450,2026-04-20 10:38:00,2026-04-20 14:45:12,A07,U02,Low,4.12,Out of SLA,Salesforce Core
T3451,2026-04-10 14:44:00,2026-04-10 14:50:36,A16,U01,Low,0.11,Within SLA,Salesforce Core
T3452,2026-03-06 09:57:00,2026-03-06 11:10:12,A40,U05,Low,1.22,Within SLA,Non-Salesforce Native
T3453,2026-02-18 08:43:00,2026-02-18 11:00:24,A10,U05,Low,2.29,Within SLA,Non-Salesforce Native
T3454,2026-04-06 10:53:00,2026-04-06 13:39:12,A42,U02,High,2.77,Out of SLA,Non-Salesforce Native
T3455,2026-01-24 15:54:00,2026-01-24 16:03:36,A26,U01,Medium,0.16,Within SLA,Salesforce Core
T3456,2026-02-27 08:51:00,2026-02-27 13:12:00,A50,U05,Medium,4.35,Within SLA,Salesforce Flows
T3457,2026-01-06 17:48:00,2026-01-06 19:43:48,A39,U04,Low,1.93,Within SLA,Salesforce Flows
T3458,2026-02-14 11:13:00,2026-02-14 12:28:00,A48,U03,Medium,1.25,Within SLA,Non-Salesforce Native
T3459,2026-02-19 12:19:00,2026-02-19 12:55:36,A08,U03,Low,0.61,Within SLA,Non-Salesforce Native
T3460,2026-04-15 10:28:00,2026-04-15 12:56:48,A31,U01,Medium,2.48,Within SLA,Salesforce Core
T3461,2026-04-03 17:02:00,2026-04-03 17:11:36,A01,U01,Medium,0.16,Within SLA,Salesforce Core
T3462,2026-03-26 17:30:00,2026-03-26 18:00:36,A07,U02,Medium,0.51,Within SLA,Salesforce Core
T3463,2026-01-03 10:57:00,2026-01-03 12:39:36,A29,U04,High,1.71,Within SLA,Salesforce Flows
T3464,2026-01-14 10:27:00,2026-01-14 12:19:48,A30,U05,Low,1.88,Within SLA,Salesforce Flows
T3465,2026-02-04 09:46:00,2026-02-04 12:04:00,A14,U04,Low,2.3,Within SLA,Salesforce Flows
T3466,2026-01-24 15:28:00,2026-01-24 15:59:12,A45,U05,Low,0.52,Within SLA,Salesforce Flows
T3467,2026-04-26 11:10:00,2026-04-26 12:58:36,A18,U03,Low,1.81,Within SLA,Non-Salesforce Native
T3468,2026-03-11 14:52:00,2026-03-11 15:26:12,A16,U01,Low,0.57,Within SLA,Salesforce Core
T3469,2026-02-03 11:26:00,2026-02-03 11:42:12,A09,U04,Low,0.27,Within SLA,Salesforce Flows
T3470,2026-01-03 12:34:00,2026-01-03 15:14:12,A06,U01,High,2.67,Within SLA,Salesforce Core
T3471,2026-03-03 16:31:00,2026-03-03 17:05:48,A35,U05,Low,0.58,Within SLA,Salesforce Flows
T3472,2026-01-30 09:31:00,2026-01-30 12:04:36,A31,U01,Low,2.56,Within SLA,Salesforce Core
T3473,2026-01-25 11:23:00,2026-01-25 12:39:48,A31,U01,Medium,1.28,Within SLA,Salesforce Core
T3474,2026-01-10 14:17:00,2026-01-10 15:05:36,A32,U02,Medium,0.81,Within SLA,Non-Salesforce Native
T3475,2026-01-18 15:41:00,2026-01-18 18:55:24,A16,U01,Medium,3.24,Within SLA,Salesforce Core
T3476,2026-01-01 16:37:00,2026-01-01 17:23:12,A28,U03,Medium,0.77,Within SLA,Non-Salesforce Native
T3477,2026-02-01 15:53:00,2026-02-01 19:09:12,A40,U05,Medium,3.27,Within SLA,Salesforce Flows
T3478,2026-03-15 14:38:00,2026-03-15 15:08:36,A10,U05,Medium,0.51,Within SLA,Non-Salesforce Native
T3479,2026-02-26 17:18:00,2026-02-26 21:49:48,A46,U01,Medium,4.53,Out of SLA,Salesforce Core
T3480,2026-04-03 11:52:00,2026-04-03 21:53:48,A50,U05,Low,10.03,Within SLA,Salesforce Flows
T3481,2026-04-27 16:14:00,2026-04-27 19:34:24,A44,U04,Medium,3.34,Within SLA,Salesforce Flows
T3482,2026-02-27 16:45:00,2026-02-27 18:01:48,A45,U05,Low,1.28,Within SLA,Non-Salesforce Native
T3483,2026-02-21 08:50:00,2026-02-21 09:27:12,A03,U03,Low,0.62,Within SLA,Non-Salesforce Native
T3484,2026-04-15 08:56:00,2026-04-15 09:18:12,A17,U02,Low,0.37,Within SLA,Non-Salesforce Native
T3485,2026-04-29 08:02:00,2026-04-29 08:09:48,A34,U04,Low,0.13,Within SLA,Salesforce Flows
T3486,2026-02-03 17:30:00,2026-02-03 18:00:00,A09,U04,Medium,0.5,Within SLA,Salesforce Flows
T3487,2026-01-25 13:57:00,2026-01-25 14:33:00,A44,U04,Medium,0.6,Within SLA,Salesforce Flows
T3488,2026-04-18 17:56:00,2026-04-18 20:56:00,A37,U02,Medium,3.0,Out of SLA,Non-Salesforce Native
T3489,2026-01-20 16:22:00,2026-01-20 16:33:24,A39,U04,Low,0.19,Within SLA,Salesforce Flows
T3490,2026-03-28 12:43:00,2026-03-28 13:56:12,A35,U05,Medium,1.22,Within SLA,Non-Salesforce Native
T3491,2026-03-28 09:12:00,2026-03-28 09:54:36,A04,U04,Critical,0.71,Within SLA,Salesforce Flows
T3492,2026-04-08 09:35:00,2026-04-08 10:49:24,A35,U05,Low,1.24,Within SLA,Non-Salesforce Native
T3493,2026-03-16 16:12:00,2026-03-16 16:25:12,A33,U03,Medium,0.22,Within SLA,Non-Salesforce Native
T3494,2026-04-27 12:03:00,2026-04-27 14:12:00,A12,U02,Low,2.15,Out of SLA,Salesforce Core
T3495,2026-03-25 17:51:00,2026-03-25 18:10:12,A18,U03,Critical,0.32,Within SLA,Non-Salesforce Native
T3496,2026-01-27 17:00:00,2026-01-27 18:01:48,A06,U01,Low,1.03,Within SLA,Salesforce Core
T3497,2026-03-04 12:20:00,2026-03-04 14:47:00,A21,U01,High,2.45,Within SLA,Salesforce Core
T3498,2026-03-18 09:51:00,2026-03-18 13:49:12,A29,U04,High,3.97,Within SLA,Salesforce Flows
T3499,2026-03-04 10:48:00,2026-03-04 18:35:24,A01,U01,Low,7.79,Out of SLA,Salesforce Core
T3500,2026-02-09 08:20:00,2026-02-09 09:18:48,A22,U02,High,0.98,Within SLA,Salesforce Core
T3501,2026-02-01 08:03:00,2026-02-01 10:03:00,A44,U04,High,2.0,Within SLA,Salesforce Flows
T3502,2026-03-06 08:06:00,2026-03-06 10:35:24,A09,U04,Medium,2.49,Within SLA,Salesforce Flows
T3503,2026-02-16 13:01:00,2026-02-16 13:08:12,A09,U04,Medium,0.12,Within SLA,Salesforce Flows
T3504,2026-04-17 10:07:00,2026-04-17 11:44:48,A39,U04,Medium,1.63,Within SLA,Salesforce Flows
T3505,2026-01-18 08:42:00,2026-01-18 09:06:36,A05,U05,High,0.41,Within SLA,Non-Salesforce Native
T3506,2026-02-17 10:07:00,2026-02-17 10:11:12,A47,U02,Low,0.07,Within SLA,Salesforce Core
T3507,2026-04-27 17:21:00,2026-04-27 17:54:00,A44,U04,Low,0.55,Within SLA,Salesforce Flows
T3508,2026-04-23 11:27:00,2026-04-23 14:31:12,A44,U04,Medium,3.07,Within SLA,Salesforce Flows
T3509,2026-02-02 11:59:00,2026-02-02 13:31:24,A48,U03,Medium,1.54,Within SLA,Non-Salesforce Native
T3510,2026-04-19 08:16:00,2026-04-19 08:34:00,A36,U01,Critical,0.3,Within SLA,Salesforce Core
T3511,2026-03-08 08:43:00,2026-03-08 10:23:48,A32,U02,Low,1.68,Within SLA,Non-Salesforce Native
T3512,2026-03-09 08:16:00,2026-03-09 08:58:00,A28,U03,Low,0.7,Within SLA,Non-Salesforce Native
T3513,2026-03-29 11:37:00,2026-03-29 11:41:48,A29,U04,Medium,0.08,Within SLA,Salesforce Flows
T3514,2026-04-10 10:51:00,2026-04-10 15:05:24,A06,U01,Critical,4.24,Out of SLA,Salesforce Core
T3515,2026-02-13 11:07:00,2026-02-13 11:29:48,A02,U02,Low,0.38,Within SLA,Salesforce Core
T3516,2026-04-26 11:47:00,2026-04-26 15:23:00,A38,U03,Medium,3.6,Within SLA,Non-Salesforce Native
T3517,2026-02-24 12:12:00,2026-02-24 16:19:12,A37,U02,Low,4.12,Out of SLA,Non-Salesforce Native
T3518,2026-04-13 13:38:00,2026-04-13 16:03:12,A23,U03,Medium,2.42,Within SLA,Non-Salesforce Native
T3519,2026-04-16 09:45:00,2026-04-16 12:49:12,A10,U05,Medium,3.07,Within SLA,Non-Salesforce Native
T3520,2026-03-10 08:45:00,2026-03-10 08:54:00,A18,U03,Low,0.15,Within SLA,Non-Salesforce Native
T3521,2026-03-15 08:37:00,2026-03-15 09:17:12,A15,U05,Medium,0.67,Within SLA,Non-Salesforce Native
T3522,2026-04-25 11:14:00,2026-04-25 16:41:00,A35,U05,Critical,5.45,Within SLA,Salesforce Flows
T3523,2026-04-05 17:51:00,2026-04-05 18:59:24,A15,U05,High,1.14,Within SLA,Non-Salesforce Native
T3524,2026-04-02 13:55:00,2026-04-02 15:45:24,A25,U05,High,1.84,Within SLA,Salesforce Flows
T3525,2026-02-01 08:31:00,2026-02-01 10:49:36,A24,U04,Medium,2.31,Within SLA,Salesforce Flows
T3526,2026-01-29 09:20:00,2026-01-29 10:05:36,A30,U05,Medium,0.76,Within SLA,Non-Salesforce Native
T3527,2026-04-11 17:39:00,2026-04-11 21:47:24,A44,U04,High,4.14,Within SLA,Salesforce Flows
T3528,2026-01-01 08:14:00,2026-01-01 09:14:36,A17,U02,Low,1.01,Within SLA,Non-Salesforce Native
T3529,2026-02-13 11:12:00,2026-02-13 13:06:00,A04,U04,Low,1.9,Within SLA,Salesforce Flows
T3530,2026-03-28 08:32:00,2026-03-28 10:05:00,A20,U05,Low,1.55,Within SLA,Non-Salesforce Native
T3531,2026-04-01 12:23:00,2026-04-01 13:25:24,A15,U05,Medium,1.04,Within SLA,Salesforce Flows
T3532,2026-01-17 12:59:00,2026-01-17 16:22:24,A13,U03,Low,3.39,Within SLA,Non-Salesforce Native
T3533,2026-04-02 14:25:00,2026-04-02 19:56:48,A11,U01,Low,5.53,Out of SLA,Salesforce Core
T3534,2026-01-13 17:38:00,2026-01-13 19:54:12,A19,U04,High,2.27,Within SLA,Salesforce Flows
T3535,2026-03-27 12:55:00,2026-03-27 14:18:24,A30,U05,Medium,1.39,Within SLA,Salesforce Flows
T3536,2026-04-11 17:17:00,2026-04-11 17:21:12,A44,U04,Low,0.07,Within SLA,Salesforce Flows
T3537,2026-03-04 14:33:00,2026-03-04 14:42:36,A38,U03,Low,0.16,Within SLA,Non-Salesforce Native
T3538,2026-01-04 17:48:00,2026-01-04 18:44:24,A14,U04,Low,0.94,Within SLA,Salesforce Flows
T3539,2026-03-29 09:34:00,2026-03-29 11:18:24,A25,U05,Medium,1.74,Within SLA,Non-Salesforce Native
T3540,2026-01-13 12:35:00,2026-01-13 12:44:00,A26,U01,Medium,0.15,Within SLA,Salesforce Core
T3541,2026-04-20 17:21:00,2026-04-20 17:48:00,A12,U02,Low,0.45,Within SLA,Salesforce Core
T3542,2026-02-21 11:38:00,2026-02-21 12:06:48,A41,U01,Low,0.48,Within SLA,Salesforce Core
T3543,2026-02-13 15:52:00,2026-02-13 15:56:12,A22,U02,Critical,0.07,Within SLA,Salesforce Core
T3544,2026-04-20 10:52:00,2026-04-20 11:28:00,A34,U04,High,0.6,Within SLA,Salesforce Flows
T3545,2026-01-10 11:28:00,2026-01-10 16:37:00,A32,U02,Low,5.15,Out of SLA,Non-Salesforce Native
T3546,2026-02-06 14:32:00,2026-02-06 16:53:36,A04,U04,High,2.36,Within SLA,Salesforce Flows
T3547,2026-02-13 15:48:00,2026-02-13 16:22:48,A10,U05,Low,0.58,Within SLA,Non-Salesforce Native
T3548,2026-03-04 16:03:00,2026-03-04 16:49:12,A11,U01,Medium,0.77,Within SLA,Salesforce Core
T3549,2026-03-14 12:19:00,2026-03-14 13:56:48,A29,U04,High,1.63,Within SLA,Salesforce Flows
T3550,2026-04-29 15:30:00,2026-04-29 16:15:00,A20,U05,Medium,0.75,Within SLA,Non-Salesforce Native
T3551,2026-01-28 14:05:00,2026-01-28 16:19:24,A03,U03,Low,2.24,Within SLA,Non-Salesforce Native
T3552,2026-01-04 14:04:00,2026-01-04 18:53:48,A11,U01,Low,4.83,Out of SLA,Salesforce Core
T3553,2026-01-13 13:47:00,2026-01-13 20:13:24,A07,U02,Low,6.44,Out of SLA,Non-Salesforce Native
T3554,2026-02-19 13:24:00,2026-02-19 13:31:48,A28,U03,Medium,0.13,Within SLA,Non-Salesforce Native
T3555,2026-01-05 08:14:00,2026-01-05 12:11:00,A26,U01,Medium,3.95,Within SLA,Salesforce Core
T3556,2026-04-21 17:33:00,2026-04-21 22:22:12,A05,U05,High,4.82,Within SLA,Salesforce Flows
T3557,2026-01-22 17:17:00,2026-01-22 18:45:12,A48,U03,Low,1.47,Within SLA,Non-Salesforce Native
T3558,2026-01-23 17:01:00,2026-01-23 18:50:48,A14,U04,Low,1.83,Within SLA,Salesforce Flows
T3559,2026-01-16 12:28:00,2026-01-16 12:33:24,A44,U04,Medium,0.09,Within SLA,Salesforce Flows
T3560,2026-03-07 13:02:00,2026-03-07 13:05:00,A50,U05,Medium,0.05,Within SLA,Non-Salesforce Native
T3561,2026-02-13 12:26:00,2026-02-13 12:50:36,A38,U03,Medium,0.41,Within SLA,Non-Salesforce Native
T3562,2026-03-08 14:01:00,2026-03-08 14:56:12,A07,U02,Medium,0.92,Within SLA,Salesforce Core
T3563,2026-02-12 10:45:00,2026-02-12 16:52:48,A32,U02,Medium,6.13,Out of SLA,Salesforce Core
T3564,2026-03-15 12:46:00,2026-03-15 16:12:24,A40,U05,Low,3.44,Within SLA,Salesforce Flows
T3565,2026-02-21 16:45:00,2026-02-21 17:36:36,A46,U01,High,0.86,Within SLA,Salesforce Core
T3566,2026-01-26 13:21:00,2026-01-26 13:42:00,A26,U01,Low,0.35,Within SLA,Salesforce Core
T3567,2026-04-09 16:50:00,2026-04-09 17:26:00,A49,U04,Medium,0.6,Within SLA,Salesforce Flows
T3568,2026-03-23 15:37:00,2026-03-23 15:43:36,A07,U02,Low,0.11,Within SLA,Non-Salesforce Native
T3569,2026-03-27 10:38:00,2026-03-27 13:45:12,A09,U04,Medium,3.12,Within SLA,Salesforce Flows
T3570,2026-03-29 09:39:00,2026-03-29 09:42:00,A09,U04,Medium,0.05,Within SLA,Salesforce Flows
T3571,2026-03-22 14:16:00,2026-03-22 14:46:36,A50,U05,Low,0.51,Within SLA,Salesforce Flows
T3572,2026-03-24 08:20:00,2026-03-24 08:48:48,A10,U05,Low,0.48,Within SLA,Salesforce Flows
T3573,2026-01-06 10:52:00,2026-01-06 17:48:24,A42,U02,High,6.94,Out of SLA,Non-Salesforce Native
T3574,2026-03-10 16:10:00,2026-03-10 17:47:12,A10,U05,High,1.62,Within SLA,Non-Salesforce Native
T3575,2026-01-21 09:59:00,2026-01-21 12:22:24,A18,U03,Critical,2.39,Within SLA,Non-Salesforce Native
T3576,2026-02-20 09:35:00,2026-02-20 14:45:12,A01,U01,Medium,5.17,Out of SLA,Salesforce Core
T3577,2026-04-06 11:53:00,2026-04-06 17:53:00,A47,U02,High,6.0,Out of SLA,Non-Salesforce Native
T3578,2026-02-19 17:55:00,2026-02-19 20:14:48,A08,U03,High,2.33,Within SLA,Non-Salesforce Native
T3579,2026-04-26 13:10:00,2026-04-26 13:25:00,A06,U01,High,0.25,Within SLA,Salesforce Core
T3580,2026-04-13 15:17:00,2026-04-13 22:03:12,A35,U05,Low,6.77,Within SLA,Salesforce Flows
T3581,2026-02-22 15:55:00,2026-02-22 16:29:12,A34,U04,Medium,0.57,Within SLA,Salesforce Flows
T3582,2026-03-07 15:32:00,2026-03-07 17:41:36,A38,U03,Low,2.16,Within SLA,Non-Salesforce Native
T3583,2026-01-10 08:33:00,2026-01-10 09:52:48,A03,U03,Low,1.33,Within SLA,Non-Salesforce Native
T3584,2026-01-12 09:57:00,2026-01-12 10:51:36,A21,U01,Low,0.91,Within SLA,Salesforce Core
T3585,2026-03-30 17:48:00,2026-03-30 18:13:48,A08,U03,Low,0.43,Within SLA,Non-Salesforce Native
T3586,2026-04-23 15:20:00,2026-04-23 17:46:24,A07,U02,Low,2.44,Out of SLA,Salesforce Core
